test-query,test-search,100,991,0,0,1841,2831,1601,2591,0,1788
test-query,test-search,100,560,0,0,1281,1840,881,1440,0,1011
test-query,test-search,100,320,0,0,1,320,1,320,6.10E-168,578
test-query,test-search,100,320,0,0,801,1120,321,640,6.10E-168,578
test-query,test-search,100,80,0,0,1121,1200,801,880,1.18E-37,145
test-query,test-search,100,31,0,0,2801,2831,2623,2653,4.72E-11,57.2
test-query,test-search,100,31,0,0,2801,2831,2654,2684,4.72E-11,57.2
test-query,test-search,100,31,0,0,2801,2831,2685,2715,4.72E-11,57.2
test-query,test-search,100,31,0,0,2801,2831,2716,2746,4.72E-11,57.2
test-query,test-search,100,31,0,0,2801,2831,2747,2777,4.72E-11,57.2
test-query,test-search,100,12,0,0,118,129,1596,1607,0.97,22.9
test-query,test-search,100,11,0,0,512,522,195,205,3.4,21.1
